"","foo.cont","foo.e","foo.value"
"4166","Greece","Conflict.and.Terrorism",-0.03
"4342","France","Acute.Hepatitis",-0.03
"4616","El Salvador","Malaria",-0.03
"4693","Dominican Republic","Conflict.and.Terrorism",-0.03
"4349","France","Poisonings",-0.03
"1130","South Africa","Environmental.Heat.and.Cold.Exposure",-0.0299999999999999
"3146","Lithuania","Diarrheal.Diseases",-0.0299999999999999
"3585","Jamaica","Lower.Respiratory.Infections",-0.0299999999999994
"1905","Peru","Environmental.Heat.and.Cold.Exposure",-0.02
"2463","Nepal","Environmental.Heat.and.Cold.Exposure",-0.02
"3651","Israel","HIV.AIDS",-0.02
"5016","Costa Rica","Maternal.Disorders",-0.02
"349","United Arab Emirates","Protein.Energy.Malnutrition",-0.02
"1242","Slovakia","Acute.Hepatitis",-0.02
"2024","Palestine","Poisonings",-0.02
"6039","Australia","Maternal.Disorders",-0.02
"524","Turkey","Malaria",-0.02
"1039","Spain","Exposure.to.Forces.of.Nature",-0.02
"2389","New Zealand","Acute.Hepatitis",-0.02
"2430","Netherlands","Conflict.and.Terrorism",-0.02
"2818","Mexico","Malaria",-0.02
"3387","Kuwait","Protein.Energy.Malnutrition",-0.02
"4790","Denmark","Exposure.to.Forces.of.Nature",-0.02
"4821","Democratic Republic of Congo","Exposure.to.Forces.of.Nature",-0.02
"5003","Costa Rica","Conflict.and.Terrorism",-0.02
"5007","Costa Rica","Exposure.to.Forces.of.Nature",-0.02
"5019","Costa Rica","Malaria",-0.02
"5530","Brazil","Conflict.and.Terrorism",-0.02
"5980","Azerbaijan","Malaria",-0.02
"6104","Argentina","Malaria",-0.02
"6259","Algeria","Malaria",-0.02
"281","United States","Acute.Hepatitis",-0.02
"2403","New Zealand","Exposure.to.Forces.of.Nature",-0.02
"3683","Ireland","Maternal.Disorders",-0.02
"4633","Egypt","Environmental.Heat.and.Cold.Exposure",-0.02
"4709","Dominican Republic","Malaria",-0.02
"975","Sudan","Environmental.Heat.and.Cold.Exposure",-0.02
"3263","Lebanon","Protein.Energy.Malnutrition",-0.02
"3652","Israel","Maternal.Disorders",-0.02
"3411","Kuwait","Meningitis",-0.02
"3760","Indonesia","Poisonings",-0.02
"5315","Canada","Environmental.Heat.and.Cold.Exposure",-0.02
"2858","Mauritania","Chronic.Respiratory.Diseases",-0.0199999999999996
"33","Zambia","Acute.Hepatitis",-0.01
"6036","Australia","Tuberculosis",-0.01
"901","Sweden","Acute.Hepatitis",-0.01
"1025","Spain","Acute.Hepatitis",-0.01
"1831","Poland","Acute.Hepatitis",-0.01
"2420","Netherlands","Acute.Hepatitis",-0.01
"4179","Greece","Maternal.Disorders",-0.01
"5303","Canada","Acute.Hepatitis",-0.01
"198","Uzbekistan","Conflict.and.Terrorism",-0.01
"214","Uzbekistan","Malaria",-0.01
"865","Syria","Malaria",-0.01
"880","Switzerland","Conflict.and.Terrorism",-0.01
"911","Sweden","Conflict.and.Terrorism",-0.01
"915","Sweden","Exposure.to.Forces.of.Nature",-0.01
"1934","Paraguay","Conflict.and.Terrorism",-0.01
"1950","Paraguay","Malaria",-0.01
"2802","Mexico","Conflict.and.Terrorism",-0.01
"3717","Iraq","Malaria",-0.01
"3856","Hungary","Conflict.and.Terrorism",-0.01
"4352","France","Conflict.and.Terrorism",-0.01
"5472","Bulgaria","Exposure.to.Forces.of.Nature",-0.01
"5534","Brazil","Exposure.to.Forces.of.Nature",-0.01
"6026","Australia","Conflict.and.Terrorism",-0.01
"1279","Singapore","Protein.Energy.Malnutrition",-0.01
"884","Switzerland","Exposure.to.Forces.of.Nature",-0.01
"893","Switzerland","Maternal.Disorders",-0.01
"3536","Japan","Acute.Hepatitis",-0.01
"6023","Australia","Poisonings",-0.00999999999999998
"6028","Australia","Environmental.Heat.and.Cold.Exposure",-0.00999999999999998
"78","Yemen","Exposure.to.Forces.of.Nature",0
"96","Vietnam","Fire..Heat..and.Hot.Substances",0
"105","Vietnam","Conflict.and.Terrorism",0
"140","Venezuela","Exposure.to.Forces.of.Nature",0
"167","Vanuatu","Conflict.and.Terrorism",0
"169","Vanuatu","Environmental.Heat.and.Cold.Exposure",0
"171","Vanuatu","Exposure.to.Forces.of.Nature",0
"187","Vanuatu","Meningitis",0
"202","Uzbekistan","Exposure.to.Forces.of.Nature",0
"229","Uruguay","Conflict.and.Terrorism",0
"233","Uruguay","Exposure.to.Forces.of.Nature",0
"245","Uruguay","Malaria",0
"250","United States Virgin Islands","Acute.Hepatitis",0
"251","United States Virgin Islands","Fire..Heat..and.Hot.Substances",0
"260","United States Virgin Islands","Conflict.and.Terrorism",0
"262","United States Virgin Islands","Environmental.Heat.and.Cold.Exposure",0
"263","United States Virgin Islands","Diarrheal.Diseases",0
"264","United States Virgin Islands","Exposure.to.Forces.of.Nature",0
"270","United States Virgin Islands","Tuberculosis",0
"271","United States Virgin Islands","Drug.Use.Disorders",0
"272","United States Virgin Islands","HIV.AIDS",0
"276","United States Virgin Islands","Malaria",0
"291","United States","Conflict.and.Terrorism",0
"307","United States","Malaria",0
"312","United Kingdom","Acute.Hepatitis",0
"338","United Kingdom","Malaria",0
"353","United Arab Emirates","Conflict.and.Terrorism",0
"357","United Arab Emirates","Exposure.to.Forces.of.Nature",0
"369","United Arab Emirates","Malaria",0
"370","United Arab Emirates","Nutritional.Deficiencies",0
"388","Ukraine","Exposure.to.Forces.of.Nature",0
"400","Ukraine","Malaria",0
"419","Uganda","Exposure.to.Forces.of.Nature",0
"436","Tuvalu","Acute.Hepatitis",0
"437","Tuvalu","Fire..Heat..and.Hot.Substances",0
"438","Tuvalu","Digestive.Diseases",0
"439","Tuvalu","Cirrhosis.and.Other.Chronic.Liver.Diseases",0
"441","Tuvalu","Road.Injuries",0
"443","Tuvalu","Poisonings",0
"446","Tuvalu","Conflict.and.Terrorism",0
"448","Tuvalu","Environmental.Heat.and.Cold.Exposure",0
"450","Tuvalu","Exposure.to.Forces.of.Nature",0
"451","Tuvalu","Self.harm",0
"452","Tuvalu","Alcohol.Use.Disorders",0
"457","Tuvalu","Drug.Use.Disorders",0
"460","Tuvalu","Interpersonal.Violence",0
"461","Tuvalu","Drowning",0
"462","Tuvalu","Malaria",0
"464","Tuvalu","Parkinson.s.Disease",0
"477","Turkmenistan","Conflict.and.Terrorism",0
"481","Turkmenistan","Exposure.to.Forces.of.Nature",0
"493","Turkmenistan","Malaria",0
"541","Tunisia","Environmental.Heat.and.Cold.Exposure",0
"555","Tunisia","Malaria",0
"572","Trinidad and Tobago","Environmental.Heat.and.Cold.Exposure",0
"574","Trinidad and Tobago","Exposure.to.Forces.of.Nature",0
"586","Trinidad and Tobago","Malaria",0
"592","Tonga","Fire..Heat..and.Hot.Substances",0
"598","Tonga","Poisonings",0
"601","Tonga","Conflict.and.Terrorism",0
"603","Tonga","Environmental.Heat.and.Cold.Exposure",0
"607","Tonga","Alcohol.Use.Disorders",0
"612","Tonga","Drug.Use.Disorders",0
"616","Tonga","Drowning",0
"617","Tonga","Malaria",0
"618","Tonga","Nutritional.Deficiencies",0
"622","Tokelau","Acute.Hepatitis",0
"623","Tokelau","Fire..Heat..and.Hot.Substances",0
"625","Tokelau","Cirrhosis.and.Other.Chronic.Liver.Diseases",0
"627","Tokelau","Road.Injuries",0
"628","Tokelau","Protein.Energy.Malnutrition",0
"629","Tokelau","Poisonings",0
"631","Tokelau","Diabetes.Mellitus",0
"632","Tokelau","Conflict.and.Terrorism",0
"633","Tokelau","Neoplasms",0
"634","Tokelau","Environmental.Heat.and.Cold.Exposure",0
"635","Tokelau","Diarrheal.Diseases",0
"636","Tokelau","Exposure.to.Forces.of.Nature",0
"637","Tokelau","Self.harm",0
"638","Tokelau","Alcohol.Use.Disorders",0
"642","Tokelau","Tuberculosis",0
"643","Tokelau","Drug.Use.Disorders",0
"644","Tokelau","HIV.AIDS",0
"645","Tokelau","Maternal.Disorders",0
"646","Tokelau","Interpersonal.Violence",0
"647","Tokelau","Drowning",0
"648","Tokelau","Malaria",0
"649","Tokelau","Nutritional.Deficiencies",0
"650","Tokelau","Parkinson.s.Disease",0
"651","Tokelau","Alzheimer.s.Disease.and.Other.Dementias",0
"652","Tokelau","Meningitis",0
"663","Togo","Conflict.and.Terrorism",0
"667","Togo","Exposure.to.Forces.of.Nature",0
"696","Timor","Environmental.Heat.and.Cold.Exposure",0
"698","Timor","Exposure.to.Forces.of.Nature",0
"787","Tajikistan","Conflict.and.Terrorism",0
"818","Taiwan","Conflict.and.Terrorism",0
"821","Taiwan","Diarrheal.Diseases",0
"834","Taiwan","Malaria",0
"853","Syria","Exposure.to.Forces.of.Nature",0
"877","Switzerland","Poisonings",0
"896","Switzerland","Malaria",0
"927","Sweden","Malaria",0
"942","Suriname","Conflict.and.Terrorism",0
"946","Suriname","Exposure.to.Forces.of.Nature",0
"977","Sudan","Exposure.to.Forces.of.Nature",0
"994","Sri Lanka","Acute.Hepatitis",0
"1051","Spain","Malaria",0
"1163","Somalia","Exposure.to.Forces.of.Nature",0
"1190","Solomon Islands","Conflict.and.Terrorism",0
"1194","Solomon Islands","Exposure.to.Forces.of.Nature",0
"1211","Slovenia","Acute.Hepatitis",0
"1217","Slovenia","Protein.Energy.Malnutrition",0
"1221","Slovenia","Conflict.and.Terrorism",0
"1237","Slovenia","Malaria",0
"1252","Slovakia","Conflict.and.Terrorism",0
"1255","Slovakia","Diarrheal.Diseases",0
"1256","Slovakia","Exposure.to.Forces.of.Nature",0
"1268","Slovakia","Malaria",0
"1273","Singapore","Acute.Hepatitis",0
"1283","Singapore","Conflict.and.Terrorism",0
"1285","Singapore","Environmental.Heat.and.Cold.Exposure",0
"1287","Singapore","Exposure.to.Forces.of.Nature",0
"1299","Singapore","Malaria",0
"1314","Sierra Leone","Conflict.and.Terrorism",0
"1336","Seychelles","Fire..Heat..and.Hot.Substances",0
"1345","Seychelles","Conflict.and.Terrorism",0
"1347","Seychelles","Environmental.Heat.and.Cold.Exposure",0
"1349","Seychelles","Exposure.to.Forces.of.Nature",0
"1359","Seychelles","Interpersonal.Violence",0
"1361","Seychelles","Malaria",0
"1376","Serbia","Conflict.and.Terrorism",0
"1380","Serbia","Exposure.to.Forces.of.Nature",0
"1392","Serbia","Malaria",0
"1411","Senegal","Exposure.to.Forces.of.Nature",0
"1438","Saudi Arabia","Conflict.and.Terrorism",0
"1469","Sao Tome and Principe","Conflict.and.Terrorism",0
"1471","Sao Tome and Principe","Environmental.Heat.and.Cold.Exposure",0
"1473","Sao Tome and Principe","Exposure.to.Forces.of.Nature",0
"1481","Sao Tome and Principe","HIV.AIDS",0
"1490","San Marino","Acute.Hepatitis",0
"1491","San Marino","Fire..Heat..and.Hot.Substances",0
"1495","San Marino","Road.Injuries",0
"1496","San Marino","Protein.Energy.Malnutrition",0
"1497","San Marino","Poisonings",0
"1500","San Marino","Conflict.and.Terrorism",0
"1502","San Marino","Environmental.Heat.and.Cold.Exposure",0
"1503","San Marino","Diarrheal.Diseases",0
"1504","San Marino","Exposure.to.Forces.of.Nature",0
"1506","San Marino","Alcohol.Use.Disorders",0
"1507","San Marino","Neonatal.Disorders",0
"1510","San Marino","Tuberculosis",0
"1511","San Marino","Drug.Use.Disorders",0
"1513","San Marino","Maternal.Disorders",0
"1514","San Marino","Interpersonal.Violence",0
"1515","San Marino","Drowning",0
"1516","San Marino","Malaria",0
"1517","San Marino","Nutritional.Deficiencies",0
"1520","San Marino","Meningitis",0
"1521","Samoa","Acute.Hepatitis",0
"1522","Samoa","Fire..Heat..and.Hot.Substances",0
"1528","Samoa","Poisonings",0
"1531","Samoa","Conflict.and.Terrorism",0
"1533","Samoa","Environmental.Heat.and.Cold.Exposure",0
"1542","Samoa","Drug.Use.Disorders",0
"1547","Samoa","Malaria",0
"1552","Saint Vincent and the Grenadines","Acute.Hepatitis",0
"1562","Saint Vincent and the Grenadines","Conflict.and.Terrorism",0
"1564","Saint Vincent and the Grenadines","Environmental.Heat.and.Cold.Exposure",0
"1566","Saint Vincent and the Grenadines","Exposure.to.Forces.of.Nature",0
"1573","Saint Vincent and the Grenadines","Drug.Use.Disorders",0
"1575","Saint Vincent and the Grenadines","Maternal.Disorders",0
"1578","Saint Vincent and the Grenadines","Malaria",0
"1583","Saint Lucia","Acute.Hepatitis",0
"1588","Saint Lucia","Road.Injuries",0
"1595","Saint Lucia","Environmental.Heat.and.Cold.Exposure",0
"1597","Saint Lucia","Exposure.to.Forces.of.Nature",0
"1606","Saint Lucia","Maternal.Disorders",0
"1609","Saint Lucia","Malaria",0
"1614","Saint Kitts and Nevis","Acute.Hepatitis",0
"1617","Saint Kitts and Nevis","Cirrhosis.and.Other.Chronic.Liver.Diseases",0
"1621","Saint Kitts and Nevis","Poisonings",0
"1624","Saint Kitts and Nevis","Conflict.and.Terrorism",0
"1626","Saint Kitts and Nevis","Environmental.Heat.and.Cold.Exposure",0
"1628","Saint Kitts and Nevis","Exposure.to.Forces.of.Nature",0
"1629","Saint Kitts and Nevis","Self.harm",0
"1635","Saint Kitts and Nevis","Drug.Use.Disorders",0
"1640","Saint Kitts and Nevis","Malaria",0
"1642","Saint Kitts and Nevis","Parkinson.s.Disease",0
"1659","Rwanda","Exposure.to.Forces.of.Nature",0
"1682","Russia","Protein.Energy.Malnutrition",0
"1702","Russia","Malaria",0
"1703","Russia","Nutritional.Deficiencies",0
"1733","Romania","Malaria",0
"1744","Qatar","Protein.Energy.Malnutrition",0
"1748","Qatar","Conflict.and.Terrorism",0
"1752","Qatar","Exposure.to.Forces.of.Nature",0
"1764","Qatar","Malaria",0
"1765","Qatar","Nutritional.Deficiencies",0
"1768","Qatar","Meningitis",0
"1779","Puerto Rico","Conflict.and.Terrorism",0
"1781","Puerto Rico","Environmental.Heat.and.Cold.Exposure",0
"1783","Puerto Rico","Exposure.to.Forces.of.Nature",0
"1795","Puerto Rico","Malaria",0
"1810","Portugal","Conflict.and.Terrorism",0
"1814","Portugal","Exposure.to.Forces.of.Nature",0
"1826","Portugal","Malaria",0
"1841","Poland","Conflict.and.Terrorism",0
"1845","Poland","Exposure.to.Forces.of.Nature",0
"1857","Poland","Malaria",0
"2000","Panama","Exposure.to.Forces.of.Nature",0
"2029","Palestine","Environmental.Heat.and.Cold.Exposure",0
"2031","Palestine","Exposure.to.Forces.of.Nature",0
"2043","Palestine","Malaria",0
"2048","Palau","Acute.Hepatitis",0
"2049","Palau","Fire..Heat..and.Hot.Substances",0
"2053","Palau","Road.Injuries",0
"2054","Palau","Protein.Energy.Malnutrition",0
"2058","Palau","Conflict.and.Terrorism",0
"2060","Palau","Environmental.Heat.and.Cold.Exposure",0
"2061","Palau","Diarrheal.Diseases",0
"2062","Palau","Exposure.to.Forces.of.Nature",0
"2064","Palau","Alcohol.Use.Disorders",0
"2068","Palau","Tuberculosis",0
"2069","Palau","Drug.Use.Disorders",0
"2071","Palau","Maternal.Disorders",0
"2072","Palau","Interpersonal.Violence",0
"2073","Palau","Drowning",0
"2074","Palau","Malaria",0
"2075","Palau","Nutritional.Deficiencies",0
"2076","Palau","Parkinson.s.Disease",0
"2078","Palau","Meningitis",0
"2120","Oman","Conflict.and.Terrorism",0
"2124","Oman","Exposure.to.Forces.of.Nature",0
"2141","Norway","Acute.Hepatitis",0
"2151","Norway","Conflict.and.Terrorism",0
"2167","Norway","Malaria",0
"2172","Northern Mariana Islands","Acute.Hepatitis",0
"2173","Northern Mariana Islands","Fire..Heat..and.Hot.Substances",0
"2178","Northern Mariana Islands","Protein.Energy.Malnutrition",0
"2179","Northern Mariana Islands","Poisonings",0
"2182","Northern Mariana Islands","Conflict.and.Terrorism",0
"2184","Northern Mariana Islands","Environmental.Heat.and.Cold.Exposure",0
"2186","Northern Mariana Islands","Exposure.to.Forces.of.Nature",0
"2187","Northern Mariana Islands","Self.harm",0
"2193","Northern Mariana Islands","Drug.Use.Disorders",0
"2198","Northern Mariana Islands","Malaria",0
"2199","Northern Mariana Islands","Nutritional.Deficiencies",0
"2202","Northern Mariana Islands","Meningitis",0
"2203","North Macedonia","Acute.Hepatitis",0
"2210","North Macedonia","Poisonings",0
"2213","North Macedonia","Conflict.and.Terrorism",0
"2217","North Macedonia","Exposure.to.Forces.of.Nature",0
"2229","North Macedonia","Malaria",0
"2244","North Korea","Conflict.and.Terrorism",0
"2248","North Korea","Exposure.to.Forces.of.Nature",0
"2265","Niue","Acute.Hepatitis",0
"2266","Niue","Fire..Heat..and.Hot.Substances",0
"2267","Niue","Digestive.Diseases",0
"2270","Niue","Road.Injuries",0
"2271","Niue","Protein.Energy.Malnutrition",0
"2272","Niue","Poisonings",0
"2273","Niue","Chronic.Kidney.Disease",0
"2275","Niue","Conflict.and.Terrorism",0
"2276","Niue","Neoplasms",0
"2277","Niue","Environmental.Heat.and.Cold.Exposure",0
"2278","Niue","Diarrheal.Diseases",0
"2279","Niue","Exposure.to.Forces.of.Nature",0
"2280","Niue","Self.harm",0
"2281","Niue","Alcohol.Use.Disorders",0
"2283","Niue","Lower.Respiratory.Infections",0
"2285","Niue","Tuberculosis",0
"2286","Niue","Drug.Use.Disorders",0
"2287","Niue","HIV.AIDS",0
"2288","Niue","Maternal.Disorders",0
"2289","Niue","Interpersonal.Violence",0
"2290","Niue","Drowning",0
"2291","Niue","Malaria",0
"2292","Niue","Nutritional.Deficiencies",0
"2293","Niue","Parkinson.s.Disease",0
"2295","Niue","Meningitis",0
"2310","Nigeria","Exposure.to.Forces.of.Nature",0
"2341","Niger","Exposure.to.Forces.of.Nature",0
"2396","New Zealand","Poisonings",0
"2399","New Zealand","Conflict.and.Terrorism",0
"2412","New Zealand","Maternal.Disorders",0
"2415","New Zealand","Malaria",0
"2446","Netherlands","Malaria",0
"2482","Nauru","Acute.Hepatitis",0
"2483","Nauru","Fire..Heat..and.Hot.Substances",0
"2485","Nauru","Cirrhosis.and.Other.Chronic.Liver.Diseases",0
"2487","Nauru","Road.Injuries",0
"2489","Nauru","Poisonings",0
"2492","Nauru","Conflict.and.Terrorism",0
"2494","Nauru","Environmental.Heat.and.Cold.Exposure",0
"2496","Nauru","Exposure.to.Forces.of.Nature",0
"2497","Nauru","Self.harm",0
"2498","Nauru","Alcohol.Use.Disorders",0
"2502","Nauru","Tuberculosis",0
"2503","Nauru","Drug.Use.Disorders",0
"2506","Nauru","Interpersonal.Violence",0
"2508","Nauru","Malaria",0
"2510","Nauru","Parkinson.s.Disease",0
"2511","Nauru","Alzheimer.s.Disease.and.Other.Dementias",0
"2523","Namibia","Conflict.and.Terrorism",0
"2527","Namibia","Exposure.to.Forces.of.Nature",0
"2554","Myanmar","Conflict.and.Terrorism",0
"2556","Myanmar","Environmental.Heat.and.Cold.Exposure",0
"2616","Morocco","Conflict.and.Terrorism",0
"2620","Morocco","Exposure.to.Forces.of.Nature",0
"2632","Morocco","Malaria",0
"2637","Montenegro","Acute.Hepatitis",0
"2638","Montenegro","Fire..Heat..and.Hot.Substances",0
"2643","Montenegro","Protein.Energy.Malnutrition",0
"2647","Montenegro","Conflict.and.Terrorism",0
"2649","Montenegro","Environmental.Heat.and.Cold.Exposure",0
"2650","Montenegro","Diarrheal.Diseases",0
"2651","Montenegro","Exposure.to.Forces.of.Nature",0
"2658","Montenegro","Drug.Use.Disorders",0
"2659","Montenegro","HIV.AIDS",0
"2663","Montenegro","Malaria",0
"2664","Montenegro","Nutritional.Deficiencies",0
"2676","Mongolia","Chronic.Kidney.Disease",0
"2678","Mongolia","Conflict.and.Terrorism",0
"2694","Mongolia","Malaria",0
"2699","Monaco","Acute.Hepatitis",0
"2700","Monaco","Fire..Heat..and.Hot.Substances",0
"2705","Monaco","Protein.Energy.Malnutrition",0
"2709","Monaco","Conflict.and.Terrorism",0
"2711","Monaco","Environmental.Heat.and.Cold.Exposure",0
"2712","Monaco","Diarrheal.Diseases",0
"2713","Monaco","Exposure.to.Forces.of.Nature",0
"2714","Monaco","Self.harm",0
"2715","Monaco","Alcohol.Use.Disorders",0
"2720","Monaco","Drug.Use.Disorders",0
"2722","Monaco","Maternal.Disorders",0
"2723","Monaco","Interpersonal.Violence",0
"2724","Monaco","Drowning",0
"2725","Monaco","Malaria",0
"2726","Monaco","Nutritional.Deficiencies",0
"2729","Monaco","Meningitis",0
"2740","Moldova","Conflict.and.Terrorism",0
"2744","Moldova","Exposure.to.Forces.of.Nature",0
"2756","Moldova","Malaria",0
"2768","Micronesia","Poisonings",0
"2771","Micronesia","Conflict.and.Terrorism",0
"2775","Micronesia","Exposure.to.Forces.of.Nature",0
"2782","Micronesia","Drug.Use.Disorders",0
"2787","Micronesia","Malaria",0
"2792","Mexico","Acute.Hepatitis",0
"2833","Mauritius","Conflict.and.Terrorism",0
"2837","Mauritius","Exposure.to.Forces.of.Nature",0
